EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM742,42,36-45,Married,Male,No,Marketing,Very High,Manager,Sales,Executive,High,High,Low,"$18,303.00 ",15k+,$90.00 ,$265.00 ,13,Rarely,Near,No,80,Neutral,21,1,0,0
RM743,50,46-55,Married,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,380.00 ",Upto 5k,$64.00 ,$804.00 ,18,Rarely,Near,No,80,Neutral,8,1,0,0
RM744,59,55+,Single,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Manager,Medium,Very High,Low,"$13,726.00 ",10k-15k,$69.00 ,$715.00 ,13,Rarely,Near,Yes,80,Weak,30,5,3,4
RM745,37,36-45,Married,Female,Yes,Medical,Low,Healthcare Representative,Research & Development,Intermediate,Low,Medium,Low,"$4,777.00 ",Upto 5k,$61.00 ,"$1,141.00 ",15,Rarely,Moderate,No,80,Weak,15,1,0,0
RM746,55,46-55,Married,Male,No,Medical,High,Healthcare Representative,Research & Development,Intermediate,High,Medium,Low,"$6,385.00 ",5k-10k,$62.00 ,$135.00 ,14,Frequently,Moderate,Yes,80,Very Strong,17,8,7,6
RM747,41,36-45,Divorced,Female,No,Life Sciences,Medium,Research Director,Research & Development,Executive,Low,High,High,"$19,973.00 ",15k+,$55.00 ,$247.00 ,22,Non,Near,No,80,Neutral,21,21,16,5
RM748,38,36-45,Single,Male,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,861.00 ",5k-10k,$42.00 ,"$1,035.00 ",12,Rarely,Near,Yes,80,Strong,19,1,0,0
RM749,26,26-35,Single,Male,Yes,Medical,Medium,Sales Executive,Sales,Intermediate,Low,Low,Low,"$4,969.00 ",Upto 5k,$79.00 ,$265.00 ,18,Non,Far,No,80,Very Strong,7,2,2,2
RM750,52,46-55,Married,Female,Yes,Marketing,Low,Manager,Sales,Executive,Low,Very High,Low,"$19,845.00 ",15k+,$57.00 ,$266.00 ,15,Rarely,Near,No,80,Very Strong,33,32,14,6
RM751,44,36-45,Married,Female,No,Medical,Very High,Sales Executive,Sales,Manager,Very High,Very High,Low,"$13,320.00 ",10k-15k,$53.00 ,"$1,448.00 ",18,Rarely,Far,Yes,80,Strong,23,12,11,11
RM752,50,46-55,Married,Female,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$6,347.00 ",5k-10k,$95.00 ,$145.00 ,12,Non,Near,No,80,Weak,19,18,7,0
RM753,36,36-45,Single,Female,Yes,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,Very High,Low,Low,"$2,743.00 ",Upto 5k,$43.00 ,$885.00 ,16,Rarely,Moderate,No,80,Strong,18,17,13,15
RM754,39,36-45,Single,Female,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,High,Low,Low,"$10,880.00 ",10k-15k,$82.00 ,$945.00 ,13,Frequently,Far,Yes,80,Strong,21,21,6,2
RM755,33,26-35,Single,Female,No,Life Sciences,Medium,Sales Representative,Sales,Entry Level,Medium,Very High,Low,"$2,342.00 ",Upto 5k,$88.00 ,"$1,038.00 ",19,Non,Near,No,80,Very Strong,3,2,2,2
RM756,45,36-45,Married,Female,No,Life Sciences,Very High,Manager,Sales,Manager,High,Very High,Low,"$17,650.00 ",15k+,$90.00 ,"$1,234.00 ",13,Rarely,Moderate,No,80,Neutral,26,9,3,1
RM757,32,26-35,Single,Female,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$4,025.00 ",Upto 5k,$69.00 ,"$1,109.00 ",12,Non,Far,No,80,Neutral,10,8,7,7
RM758,34,26-35,Divorced,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,Very High,Very High,Low,"$9,725.00 ",5k-10k,$75.00 ,$216.00 ,11,Rarely,Near,No,80,Very Strong,16,15,1,0
RM759,59,55+,Married,Male,No,Technical Degree,Medium,Manager,Sales,Senior,High,Very High,Low,"$11,904.00 ",10k-15k,$66.00 ,"$1,089.00 ",14,Rarely,Near,Yes,80,Strong,14,6,4,0
RM760,45,36-45,Single,Male,No,Medical,Medium,Human Resources,Human Resources,Entry Level,High,Medium,Low,"$2,177.00 ",Upto 5k,$36.00 ,$788.00 ,16,Rarely,Far,No,80,Weak,6,6,3,0
RM761,53,46-55,Married,Female,No,Marketing,High,Sales Executive,Sales,Senior,Medium,Medium,Low,"$7,525.00 ",5k-10k,$38.00 ,$124.00 ,12,Frequently,Near,No,80,Weak,30,15,7,6
RM762,36,36-45,Divorced,Male,Yes,Other,Low,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$4,834.00 ",Upto 5k,$81.00 ,$660.00 ,14,Rarely,Moderate,No,80,Neutral,9,1,0,0
RM763,26,26-35,Married,Male,Yes,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$2,042.00 ",Upto 5k,$57.00 ,$342.00 ,14,Frequently,Near,Yes,80,Neutral,6,3,2,1
RM764,34,26-35,Married,Female,No,Life Sciences,High,Sales Representative,Sales,Entry Level,High,High,Low,"$2,220.00 ",Upto 5k,$87.00 ,"$1,333.00 ",19,Rarely,Near,Yes,80,Very Strong,1,1,1,0
RM765,28,26-35,Married,Male,No,Medical,Very High,Sales Representative,Sales,Entry Level,High,Medium,High,"$1,052.00 ",Upto 5k,$74.00 ,"$1,144.00 ",22,Rarely,Near,No,80,Neutral,1,1,0,0
RM766,38,36-45,Married,Male,No,Other,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,821.00 ",Upto 5k,$44.00 ,"$1,186.00 ",16,Frequently,Near,No,80,Weak,8,2,2,2
RM767,50,46-55,Married,Male,No,Medical,Medium,Research Director,Research & Development,Executive,High,High,Low,"$19,237.00 ",15k+,$62.00 ,"$1,464.00 ",11,Rarely,Near,Yes,80,Very Strong,29,8,1,7
RM768,37,36-45,Single,Female,No,Other,Very High,Healthcare Representative,Research & Development,Intermediate,High,Medium,Low,"$4,107.00 ",Upto 5k,$35.00 ,$124.00 ,15,Rarely,Near,No,80,Weak,8,4,3,0
RM769,40,36-45,Married,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,High,Low,Low,"$8,396.00 ",5k-10k,$74.00 ,$300.00 ,14,Rarely,Far,No,80,Neutral,8,7,7,7
RM770,26,26-35,Divorced,Female,No,Medical,Low,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$2,007.00 ",Upto 5k,$66.00 ,$921.00 ,13,Frequently,Near,No,80,Strong,5,5,3,1
RM771,46,46-55,Divorced,Male,No,Medical,Very High,Research Director,Research & Development,Executive,High,Very High,Low,"$19,627.00 ",15k+,$40.00 ,$430.00 ,17,Rarely,Near,No,80,Very Strong,23,2,2,2
RM772,54,46-55,Married,Female,No,Life Sciences,High,Sales Executive,Sales,Senior,Medium,High,Low,"$10,686.00 ",10k-15k,$41.00 ,"$1,082.00 ",11,Rarely,Near,No,80,Neutral,13,9,4,7
RM773,56,55+,Married,Female,No,Medical,Low,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,942.00 ",Upto 5k,$63.00 ,"$1,240.00 ",19,Frequently,Near,No,80,Neutral,18,5,4,0
RM774,36,36-45,Single,Female,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,Medium,Very High,Low,"$8,858.00 ",5k-10k,$51.00 ,$796.00 ,11,Rarely,Moderate,No,80,Neutral,15,14,8,7
RM775,55,46-55,Single,Male,No,Medical,High,Manager,Research & Development,Manager,Medium,Low,Low,"$16,756.00 ",15k+,$40.00 ,$444.00 ,15,Non,Near,No,80,Neutral,31,9,7,6
RM776,43,36-45,Divorced,Male,No,Medical,High,Sales Executive,Sales,Senior,Medium,Very High,Low,"$10,798.00 ",10k-15k,$79.00 ,$415.00 ,13,Rarely,Far,No,80,Strong,18,1,0,0
RM777,20,18-25,Single,Female,Yes,Marketing,Very High,Sales Representative,Sales,Entry Level,High,Very High,Low,"$2,323.00 ",Upto 5k,$54.00 ,$769.00 ,14,Frequently,Near,Yes,80,Neutral,2,2,2,0
RM778,21,18-25,Single,Female,Yes,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$1,416.00 ",Upto 5k,$36.00 ,"$1,334.00 ",13,Rarely,Near,No,80,Weak,1,1,0,1
RM779,46,46-55,Divorced,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Intermediate,Medium,Low,High,"$4,615.00 ",Upto 5k,$74.00 ,"$1,003.00 ",23,Rarely,Near,Yes,80,Weak,19,16,13,1
RM780,51,46-55,Married,Male,Yes,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,461.00 ",Upto 5k,$34.00 ,"$1,323.00 ",12,Rarely,Near,Yes,80,Strong,18,10,0,2
RM781,28,26-35,Single,Male,Yes,Technical Degree,Medium,Healthcare Representative,Research & Development,Senior,Medium,Low,Low,"$8,722.00 ",5k-10k,$72.00 ,"$1,366.00 ",12,Non,Far,No,80,Weak,10,10,7,1
RM782,26,26-35,Married,Male,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Low,Low,"$3,955.00 ",Upto 5k,$59.00 ,$192.00 ,16,Rarely,Near,No,80,Weak,6,5,3,1
RM783,30,26-35,Married,Male,No,Other,High,Manufacturing Director,Research & Development,Intermediate,High,Low,Low,"$9,957.00 ",5k-10k,$85.00 ,"$1,176.00 ",15,Rarely,Moderate,No,80,Strong,7,6,2,0
RM784,41,36-45,Married,Female,No,Technical Degree,Medium,Research Scientist,Research & Development,Entry Level,Very High,High,Low,"$3,376.00 ",Upto 5k,$43.00 ,$509.00 ,13,Rarely,Near,No,80,Strong,10,10,6,0
RM785,38,36-45,Married,Female,No,Life Sciences,High,Healthcare Representative,Research & Development,Senior,Medium,High,Low,"$8,823.00 ",5k-10k,$65.00 ,$330.00 ,18,Rarely,Moderate,No,80,Weak,20,19,9,1
RM786,40,36-45,Married,Male,No,Technical Degree,Low,Healthcare Representative,Research & Development,Senior,High,Very High,High,"$10,322.00 ",10k-15k,$61.00 ,"$1,492.00 ",20,Rarely,Moderate,No,80,Very Strong,14,11,10,11
RM787,27,26-35,Married,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,Low,High,Low,"$4,621.00 ",Upto 5k,$87.00 ,"$1,277.00 ",19,Non,Near,No,80,Very Strong,3,3,2,1
RM788,55,46-55,Married,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Senior,High,Medium,Low,"$10,976.00 ",10k-15k,$65.00 ,"$1,091.00 ",18,Frequently,Near,No,80,Neutral,23,3,2,1
RM789,28,26-35,Single,Female,No,Other,High,Research Scientist,Research & Development,Intermediate,High,High,Low,"$3,660.00 ",Upto 5k,$59.00 ,$857.00 ,13,Rarely,Near,No,80,Very Strong,10,8,7,1
RM790,44,36-45,Married,Male,Yes,Medical,Medium,Human Resources,Human Resources,Senior,Medium,Low,Low,"$10,482.00 ",10k-15k,$91.00 ,"$1,376.00 ",14,Rarely,Near,No,80,Very Strong,24,20,6,3
RM791,33,26-35,Divorced,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Senior,Medium,Very High,Low,"$7,119.00 ",5k-10k,$34.00 ,$654.00 ,15,Rarely,Near,No,80,Strong,9,3,2,1
RM792,35,26-35,Single,Male,Yes,Technical Degree,Very High,Sales Executive,Sales,Senior,High,Low,High,"$9,582.00 ",5k-10k,$86.00 ,"$1,204.00 ",22,Rarely,Near,Yes,80,Weak,9,8,7,4
RM793,33,26-35,Single,Female,Yes,Medical,Low,Research Scientist,Research & Development,Intermediate,Medium,High,High,"$4,508.00 ",Upto 5k,$54.00 ,$827.00 ,22,Frequently,Far,No,80,Neutral,14,13,7,3
RM794,28,26-35,Divorced,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$2,207.00 ",Upto 5k,$50.00 ,$895.00 ,16,Rarely,Moderate,No,80,Very Strong,4,4,2,2
RM795,34,26-35,Single,Male,No,Life Sciences,Low,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$7,756.00 ",5k-10k,$45.00 ,$618.00 ,17,Frequently,Near,No,80,Strong,7,6,2,0
RM796,37,36-45,Divorced,Female,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$6,694.00 ",5k-10k,$88.00 ,$309.00 ,14,Rarely,Near,Yes,80,Strong,8,1,0,0
RM797,25,18-25,Married,Male,Yes,Technical Degree,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,691.00 ",Upto 5k,$32.00 ,"$1,219.00 ",15,Rarely,Near,Yes,80,Neutral,7,7,7,5
RM798,26,26-35,Divorced,Male,Yes,Medical,Low,Laboratory Technician,Research & Development,Entry Level,High,High,High,"$2,377.00 ",Upto 5k,$37.00 ,"$1,330.00 ",20,Rarely,Far,No,80,Strong,1,1,1,0
RM799,33,26-35,Single,Male,Yes,Medical,Low,Research Scientist,Research & Development,Entry Level,Medium,Medium,High,"$2,313.00 ",Upto 5k,$55.00 ,"$1,017.00 ",20,Rarely,Far,Yes,80,Neutral,5,2,2,2
RM800,42,36-45,Married,Male,No,Medical,Very High,Manager,Research & Development,Manager,High,Low,Low,"$17,665.00 ",15k+,$35.00 ,$469.00 ,17,Rarely,Near,No,80,Very Strong,23,22,6,13
RM801,28,26-35,Divorced,Male,Yes,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Medium,Medium,Low,"$2,596.00 ",Upto 5k,$45.00 ,"$1,009.00 ",15,Frequently,Near,No,80,Weak,1,1,0,0
RM802,50,46-55,Single,Male,Yes,Other,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$4,728.00 ",Upto 5k,$81.00 ,$959.00 ,14,Frequently,Near,Yes,80,Very Strong,5,0,0,0
RM803,33,26-35,Married,Female,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,High,Medium,Low,"$4,302.00 ",Upto 5k,$30.00 ,$970.00 ,17,Frequently,Near,No,80,Strong,4,3,2,0
RM804,34,26-35,Married,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,Medium,Very High,Low,"$2,979.00 ",Upto 5k,$40.00 ,$697.00 ,17,Non,Near,No,80,Very Strong,6,0,0,0
RM805,48,46-55,Single,Male,No,Medical,Low,Manager,Research & Development,Manager,Very High,Very High,High,"$16,885.00 ",15k+,$35.00 ,"$1,262.00 ",22,Non,Near,No,80,Strong,27,5,4,2
RM806,45,36-45,Married,Female,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,Medium,High,Low,"$5,593.00 ",5k-10k,$65.00 ,"$1,050.00 ",13,Non,Near,No,80,Very Strong,15,15,10,4
RM807,52,46-55,Single,Male,No,Life Sciences,Medium,Healthcare Representative,Research & Development,Senior,High,Medium,Low,"$10,445.00 ",10k-15k,$87.00 ,$994.00 ,19,Rarely,Near,No,80,Very Strong,18,8,6,4
RM808,38,36-45,Divorced,Male,No,Marketing,High,Sales Executive,Sales,Senior,Medium,High,Low,"$8,740.00 ",5k-10k,$73.00 ,$770.00 ,14,Rarely,Near,Yes,80,Neutral,9,8,7,2
RM809,29,26-35,Divorced,Female,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,High,Very High,High,"$2,514.00 ",Upto 5k,$93.00 ,"$1,107.00 ",22,Rarely,Far,No,80,Weak,11,7,5,1
RM810,28,26-35,Divorced,Female,No,Medical,Very High,Manufacturing Director,Research & Development,Senior,High,Medium,Low,"$7,655.00 ",5k-10k,$93.00 ,$950.00 ,17,Rarely,Near,No,80,Neutral,10,9,7,1
RM811,46,46-55,Married,Male,No,Marketing,Low,Manager,Sales,Manager,High,High,Low,"$17,465.00 ",15k+,$52.00 ,$406.00 ,12,Rarely,Near,No,80,Very Strong,23,12,9,4
RM812,38,36-45,Single,Male,No,Marketing,Very High,Sales Executive,Sales,Senior,High,Medium,Low,"$7,351.00 ",5k-10k,$32.00 ,$130.00 ,16,Rarely,Near,No,80,Strong,10,1,0,0
RM813,43,36-45,Married,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Senior,High,Low,Low,"$10,820.00 ",10k-15k,$83.00 ,"$1,082.00 ",11,Frequently,Far,No,80,Strong,18,8,7,0
RM814,39,36-45,Divorced,Male,Yes,Life Sciences,Low,Healthcare Representative,Research & Development,Manager,High,Very High,Low,"$12,169.00 ",10k-15k,$84.00 ,$203.00 ,11,Frequently,Near,No,80,Very Strong,21,18,7,11
RM815,40,36-45,Single,Male,No,Medical,High,Research Director,Research & Development,Executive,Medium,High,Low,"$19,626.00 ",15k+,$44.00 ,"$1,308.00 ",14,Rarely,Moderate,No,80,Weak,21,20,7,4
RM816,21,18-25,Single,Female,No,Technical Degree,Very High,Research Scientist,Research & Development,Entry Level,Medium,Medium,Low,"$2,070.00 ",Upto 5k,$70.00 ,$984.00 ,11,Rarely,Near,Yes,80,Strong,2,2,2,2
RM817,39,36-45,Single,Male,No,Life Sciences,High,Laboratory Technician,Research & Development,Intermediate,High,Medium,Low,"$6,782.00 ",5k-10k,$70.00 ,$439.00 ,15,Non,Near,No,80,Strong,9,5,4,0
RM818,36,36-45,Single,Male,No,Life Sciences,Low,Manufacturing Director,Research & Development,Intermediate,High,Very High,High,"$7,779.00 ",5k-10k,$78.00 ,$217.00 ,20,Non,Moderate,No,80,Weak,18,11,9,0
RM819,31,26-35,Married,Male,No,Life Sciences,High,Sales Representative,Sales,Entry Level,Very High,Very High,Low,"$2,791.00 ",Upto 5k,$67.00 ,$793.00 ,12,Frequently,Moderate,No,80,Weak,3,2,2,2
RM820,28,26-35,Married,Male,No,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,Medium,Medium,Low,"$3,201.00 ",Upto 5k,$67.00 ,"$1,451.00 ",17,Rarely,Near,No,80,Weak,6,5,3,0
RM821,35,26-35,Divorced,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,968.00 ",Upto 5k,$54.00 ,"$1,182.00 ",11,Frequently,Moderate,No,80,Very Strong,5,5,2,0
RM822,49,46-55,Married,Male,No,Technical Degree,Very High,Sales Executive,Sales,Manager,Medium,Medium,Low,"$13,120.00 ",10k-15k,$56.00 ,$174.00 ,17,Rarely,Near,No,80,Neutral,22,9,8,2
RM823,34,26-35,Single,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Intermediate,High,High,Low,"$4,033.00 ",Upto 5k,$95.00 ,"$1,003.00 ",11,Frequently,Near,No,80,Very Strong,5,3,2,0
RM824,29,26-35,Divorced,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$3,291.00 ",Upto 5k,$61.00 ,$490.00 ,14,Frequently,Near,No,80,Very Strong,8,7,5,1
RM825,42,36-45,Single,Male,No,Medical,Medium,Laboratory Technician,Research & Development,Intermediate,Low,Very High,Low,"$4,272.00 ",Upto 5k,$56.00 ,$188.00 ,19,Rarely,Far,No,80,Weak,16,1,0,0
RM826,29,26-35,Married,Male,No,Medical,Medium,Manufacturing Director,Research & Development,Intermediate,Medium,Very High,Low,"$5,056.00 ",5k-10k,$79.00 ,$718.00 ,15,Rarely,Near,Yes,80,Strong,10,10,7,1
RM827,38,36-45,Married,Male,No,Human Resources,High,Human Resources,Human Resources,Entry Level,Very High,High,Low,"$2,844.00 ",Upto 5k,$37.00 ,$433.00 ,13,Rarely,Near,No,80,Very Strong,7,7,6,5
RM828,28,26-35,Divorced,Male,No,Life Sciences,High,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$2,703.00 ",Upto 5k,$39.00 ,$773.00 ,14,Frequently,Near,Yes,80,Very Strong,3,3,1,0
RM829,18,18-25,Single,Male,Yes,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$1,904.00 ",Upto 5k,$80.00 ,$247.00 ,12,Non,Near,No,80,Very Strong,0,0,0,0
RM830,33,26-35,Single,Female,Yes,Marketing,Low,Sales Executive,Sales,Intermediate,High,Low,Low,"$8,224.00 ",5k-10k,$77.00 ,$603.00 ,17,Rarely,Near,Yes,80,Weak,6,5,2,0
RM831,41,36-45,Married,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$4,766.00 ",Upto 5k,$46.00 ,$167.00 ,11,Rarely,Moderate,Yes,80,Weak,6,1,0,0
RM832,31,26-35,Married,Male,Yes,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$2,610.00 ",Upto 5k,$72.00 ,$874.00 ,12,Frequently,Moderate,No,80,Strong,2,2,2,2
RM833,37,36-45,Divorced,Female,No,Medical,High,Healthcare Representative,Research & Development,Intermediate,Medium,Very High,Low,"$5,731.00 ",5k-10k,$52.00 ,$367.00 ,13,Rarely,Far,No,80,Strong,9,6,2,1
RM834,27,26-35,Married,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$2,539.00 ",Upto 5k,$55.00 ,$199.00 ,13,Rarely,Near,No,80,Strong,4,4,2,2
RM835,34,26-35,Married,Female,No,Life Sciences,Medium,Sales Executive,Sales,Intermediate,High,High,High,"$5,714.00 ",5k-10k,$70.00 ,"$1,400.00 ",20,Rarely,Near,No,80,Weak,6,6,5,1
RM836,35,26-35,Single,Male,No,Technical Degree,High,Human Resources,Human Resources,Entry Level,High,High,Low,"$4,323.00 ",Upto 5k,$100.00 ,$528.00 ,17,Rarely,Near,No,80,Neutral,6,5,4,1
RM837,29,26-35,Married,Female,Yes,Life Sciences,Very High,Sales Executive,Sales,Senior,Medium,Low,Low,"$7,336.00 ",5k-10k,$45.00 ,$408.00 ,13,Rarely,Far,No,80,Weak,11,11,8,3
RM838,40,36-45,Single,Female,No,Medical,Medium,Research Director,Research & Development,Senior,High,High,Low,"$13,499.00 ",10k-15k,$88.00 ,$593.00 ,17,Frequently,Near,No,80,Strong,20,18,7,2
RM839,42,36-45,Single,Male,Yes,Life Sciences,High,Sales Executive,Sales,Manager,High,Low,Low,"$13,758.00 ",10k-15k,$44.00 ,$481.00 ,12,Frequently,Moderate,Yes,80,Neutral,22,21,9,13
RM840,42,36-45,Single,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,Low,Low,"$5,155.00 ",5k-10k,$45.00 ,$647.00 ,13,Rarely,Near,No,80,Very Strong,9,6,4,1
RM841,35,26-35,Married,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,High,Low,"$2,258.00 ",Upto 5k,$58.00 ,$982.00 ,12,Rarely,Near,No,80,Neutral,10,8,0,1
RM842,24,18-25,Single,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Medium,High,"$3,597.00 ",Upto 5k,$49.00 ,$477.00 ,22,Rarely,Far,No,80,Very Strong,6,4,3,1
RM843,28,26-35,Married,Female,Yes,Life Sciences,High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,515.00 ",Upto 5k,$79.00 ,"$1,485.00 ",11,Rarely,Moderate,Yes,80,Very Strong,1,1,1,0
RM844,26,26-35,Married,Male,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Very High,Very High,High,"$4,420.00 ",Upto 5k,$82.00 ,"$1,384.00 ",22,Rarely,Near,No,80,Neutral,8,8,7,0
RM845,30,26-35,Married,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$6,578.00 ",5k-10k,$72.00 ,$852.00 ,18,Rarely,Near,No,80,Weak,10,10,3,1
RM846,40,36-45,Married,Female,No,Medical,High,Research Scientist,Research & Development,Intermediate,Medium,Very High,Low,"$4,422.00 ",Upto 5k,$92.00 ,$902.00 ,13,Frequently,Far,Yes,80,Very Strong,16,1,1,0
RM847,35,26-35,Divorced,Male,No,Life Sciences,High,Manufacturing Director,Research & Development,Senior,Medium,Medium,Low,"$10,274.00 ",10k-15k,$44.00 ,$819.00 ,18,Rarely,Near,No,80,Neutral,15,7,7,6
RM848,34,26-35,Single,Male,No,Medical,Very High,Healthcare Representative,Research & Development,Intermediate,Medium,Low,High,"$5,343.00 ",5k-10k,$97.00 ,$669.00 ,20,Frequently,Near,No,80,Strong,14,13,9,4
RM849,35,26-35,Married,Male,No,Other,Very High,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$2,376.00 ",Upto 5k,$47.00 ,$636.00 ,13,Frequently,Near,No,80,Neutral,2,2,2,2
RM850,43,36-45,Single,Female,Yes,Marketing,Low,Sales Executive,Sales,Intermediate,Low,High,Low,"$5,346.00 ",5k-10k,$85.00 ,"$1,372.00 ",13,Rarely,Near,No,80,Neutral,7,4,3,1
RM851,32,26-35,Divorced,Female,No,Life Sciences,High,Sales Representative,Sales,Entry Level,High,Low,Low,"$2,827.00 ",Upto 5k,$76.00 ,$862.00 ,12,Non,Near,No,80,Strong,1,1,0,0
RM852,56,55+,Divorced,Female,No,Technical Degree,Very High,Manager,Research & Development,Executive,High,Low,Low,"$19,943.00 ",15k+,$92.00 ,$718.00 ,13,Rarely,Near,No,80,Very Strong,28,5,2,4
RM853,29,26-35,Married,Female,No,Medical,Medium,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,131.00 ",Upto 5k,$54.00 ,"$1,401.00 ",13,Rarely,Near,No,80,Weak,10,10,8,0
